"","exp_phase","age_group","condition","language","random_id","trial_order","noun","marker1","marker2","correct_choice","choice","is_correct"
"1","2afc","adult","3R6E","A","DxwjYHuL",0,"mawg","ka","po","ka","ka",1
"2","2afc","adult","3R6E","A","DxwjYHuL",1,"lepal","muy","woo","woo","woo",1
"3","2afc","adult","3R6E","A","DxwjYHuL",2,"lepal","bae","woo","woo","woo",1
"4","2afc","adult","3R6E","A","DxwjYHuL",3,"flairb","po","tay","tay","tay",1
"5","2afc","adult","3R6E","A","DxwjYHuL",4,"zup","lee","ka","lee","ka",0
"6","2afc","adult","3R6E","A","DxwjYHuL",5,"daygin","bae","ka","bae","bae",1
"7","2afc","adult","3R6E","A","DxwjYHuL",6,"flairb","bae","tay","tay","tay",1
"8","2afc","adult","3R6E","A","DxwjYHuL",7,"zup","tay","lee","lee","tay",0
"9","2afc","adult","3R6E","A","DxwjYHuL",8,"glim","woo","ka","ka","ka",1
"10","2afc","adult","3R6E","A","DxwjYHuL",9,"klidam","muy","ka","muy","muy",1
"11","2afc","adult","3R6E","A","DxwjYHuL",10,"tomber","ka","po","po","po",1
"12","2afc","adult","3R6E","A","DxwjYHuL",11,"zup","lee","muy","lee","lee",1
"13","2afc","adult","3R6E","A","DxwjYHuL",12,"glim","ka","po","ka","po",0
"14","2afc","adult","3R6E","A","DxwjYHuL",13,"spad","lee","ka","ka","ka",1
"15","2afc","adult","3R6E","A","DxwjYHuL",14,"spad","ka","tay","ka","ka",1
"16","2afc","adult","3R6E","A","DxwjYHuL",15,"tomber","tay","po","po","po",1
"17","2afc","adult","3R6E","A","DxwjYHuL",16,"klidam","lee","muy","muy","muy",1
"18","2afc","adult","3R6E","A","DxwjYHuL",17,"flairb","tay","lee","tay","tay",1
"19","2afc","adult","3R6E","A","DxwjYHuL",18,"mawg","ka","woo","ka","ka",1
"20","2afc","adult","3R6E","A","DxwjYHuL",19,"daygin","woo","bae","bae","bae",1
"21","2afc","adult","3R6E","A","DxwjYHuL",20,"daygin","po","bae","bae","bae",1
"22","2afc","adult","3R6E","A","DxwjYHuL",21,"spad","ka","bae","ka","ka",1
"23","2afc","adult","3R6E","A","DxwjYHuL",22,"mawg","muy","ka","ka","ka",1
"24","2afc","adult","3R6E","A","DxwjYHuL",23,"klidam","woo","muy","muy","muy",1
"25","2afc","adult","3R6E","A","DxwjYHuL",24,"lepal","woo","tay","woo","woo",1
"26","2afc","adult","3R6E","A","DxwjYHuL",25,"tomber","po","lee","po","po",1
"27","2afc","adult","3R6E","A","DxwjYHuL",26,"glim","ka","bae","ka","ka",1
"28","2afc","adult","3R6E","A","odZmsO2M",0,"spad","ka","bae","ka","ka",1
"29","2afc","adult","3R6E","A","odZmsO2M",1,"tomber","tay","po","po","po",1
"30","2afc","adult","3R6E","A","odZmsO2M",2,"daygin","bae","ka","bae","bae",1
"31","2afc","adult","3R6E","A","odZmsO2M",3,"mawg","ka","po","ka","ka",1
"32","2afc","adult","3R6E","A","odZmsO2M",4,"mawg","muy","ka","ka","ka",1
"33","2afc","adult","3R6E","A","odZmsO2M",5,"zup","lee","muy","lee","lee",1
"34","2afc","adult","3R6E","A","odZmsO2M",6,"zup","lee","ka","lee","lee",1
"35","2afc","adult","3R6E","A","odZmsO2M",7,"klidam","lee","muy","muy","muy",1
"36","2afc","adult","3R6E","A","odZmsO2M",8,"glim","woo","ka","ka","ka",1
"37","2afc","adult","3R6E","A","odZmsO2M",9,"flairb","tay","lee","tay","tay",1
"38","2afc","adult","3R6E","A","odZmsO2M",10,"daygin","woo","bae","bae","bae",1
"39","2afc","adult","3R6E","A","odZmsO2M",11,"klidam","muy","ka","muy","muy",1
"40","2afc","adult","3R6E","A","odZmsO2M",12,"lepal","muy","woo","woo","woo",1
"41","2afc","adult","3R6E","A","odZmsO2M",13,"klidam","woo","muy","muy","muy",1
"42","2afc","adult","3R6E","A","odZmsO2M",14,"daygin","po","bae","bae","bae",1
"43","2afc","adult","3R6E","A","odZmsO2M",15,"glim","ka","po","ka","ka",1
"44","2afc","adult","3R6E","A","odZmsO2M",16,"mawg","ka","woo","ka","ka",1
"45","2afc","adult","3R6E","A","odZmsO2M",17,"spad","ka","tay","ka","ka",1
"46","2afc","adult","3R6E","A","odZmsO2M",18,"spad","lee","ka","ka","ka",1
"47","2afc","adult","3R6E","A","odZmsO2M",19,"flairb","bae","tay","tay","tay",1
"48","2afc","adult","3R6E","A","odZmsO2M",20,"tomber","ka","po","po","po",1
"49","2afc","adult","3R6E","A","odZmsO2M",21,"flairb","po","tay","tay","tay",1
"50","2afc","adult","3R6E","A","odZmsO2M",22,"zup","tay","lee","lee","lee",1
"51","2afc","adult","3R6E","A","odZmsO2M",23,"lepal","woo","tay","woo","woo",1
"52","2afc","adult","3R6E","A","odZmsO2M",24,"tomber","po","lee","po","po",1
"53","2afc","adult","3R6E","A","odZmsO2M",25,"lepal","bae","woo","woo","woo",1
"54","2afc","adult","3R6E","A","odZmsO2M",26,"glim","ka","bae","ka","ka",1
"55","2afc","adult","3R6E","A","OVQWa0Xu",0,"flairb","po","tay","tay","po",0
"56","2afc","adult","3R6E","A","OVQWa0Xu",1,"glim","woo","ka","ka","woo",0
"57","2afc","adult","3R6E","A","OVQWa0Xu",2,"glim","ka","po","ka","po",0
"58","2afc","adult","3R6E","A","OVQWa0Xu",3,"klidam","lee","muy","muy","muy",1
"59","2afc","adult","3R6E","A","OVQWa0Xu",4,"lepal","bae","woo","woo","woo",1
"60","2afc","adult","3R6E","A","OVQWa0Xu",5,"lepal","woo","tay","woo","woo",1
"61","2afc","adult","3R6E","A","OVQWa0Xu",6,"zup","lee","muy","lee","muy",0
"62","2afc","adult","3R6E","A","OVQWa0Xu",7,"mawg","ka","woo","ka","woo",0
"63","2afc","adult","3R6E","A","OVQWa0Xu",8,"daygin","woo","bae","bae","bae",1
"64","2afc","adult","3R6E","A","OVQWa0Xu",9,"zup","lee","ka","lee","lee",1
"65","2afc","adult","3R6E","A","OVQWa0Xu",10,"glim","ka","bae","ka","ka",1
"66","2afc","adult","3R6E","A","OVQWa0Xu",11,"spad","ka","bae","ka","ka",1
"67","2afc","adult","3R6E","A","OVQWa0Xu",12,"mawg","muy","ka","ka","ka",1
"68","2afc","adult","3R6E","A","OVQWa0Xu",13,"daygin","bae","ka","bae","bae",1
"69","2afc","adult","3R6E","A","OVQWa0Xu",14,"klidam","woo","muy","muy","woo",0
"70","2afc","adult","3R6E","A","OVQWa0Xu",15,"klidam","muy","ka","muy","muy",1
"71","2afc","adult","3R6E","A","OVQWa0Xu",16,"spad","lee","ka","ka","lee",0
"72","2afc","adult","3R6E","A","OVQWa0Xu",17,"tomber","po","lee","po","po",1
"73","2afc","adult","3R6E","A","OVQWa0Xu",18,"daygin","po","bae","bae","bae",1
"74","2afc","adult","3R6E","A","OVQWa0Xu",19,"zup","tay","lee","lee","lee",1
"75","2afc","adult","3R6E","A","OVQWa0Xu",20,"flairb","tay","lee","tay","lee",0
"76","2afc","adult","3R6E","A","OVQWa0Xu",21,"mawg","ka","po","ka","ka",1
"77","2afc","adult","3R6E","A","OVQWa0Xu",22,"lepal","muy","woo","woo","woo",1
"78","2afc","adult","3R6E","A","OVQWa0Xu",23,"tomber","ka","po","po","ka",0
"79","2afc","adult","3R6E","A","OVQWa0Xu",24,"flairb","bae","tay","tay","tay",1
"80","2afc","adult","3R6E","A","OVQWa0Xu",25,"spad","ka","tay","ka","ka",1
"81","2afc","adult","3R6E","A","OVQWa0Xu",26,"tomber","tay","po","po","po",1
"82","2afc","adult","3R6E","A","zYDmpkV8",0,"mawg","muy","ka","ka","ka",1
"83","2afc","adult","3R6E","A","zYDmpkV8",1,"lepal","muy","woo","woo","muy",0
"84","2afc","adult","3R6E","A","zYDmpkV8",2,"tomber","po","lee","po","po",1
"85","2afc","adult","3R6E","A","zYDmpkV8",3,"glim","ka","bae","ka","ka",1
"86","2afc","adult","3R6E","A","zYDmpkV8",4,"tomber","ka","po","po","po",1
"87","2afc","adult","3R6E","A","zYDmpkV8",5,"flairb","bae","tay","tay","tay",1
"88","2afc","adult","3R6E","A","zYDmpkV8",6,"daygin","bae","ka","bae","bae",1
"89","2afc","adult","3R6E","A","zYDmpkV8",7,"zup","tay","lee","lee","tay",0
"90","2afc","adult","3R6E","A","zYDmpkV8",8,"klidam","lee","muy","muy","lee",0
"91","2afc","adult","3R6E","A","zYDmpkV8",9,"zup","lee","muy","lee","muy",0
"92","2afc","adult","3R6E","A","zYDmpkV8",10,"spad","ka","bae","ka","ka",1
"93","2afc","adult","3R6E","A","zYDmpkV8",11,"glim","woo","ka","ka","woo",0
"94","2afc","adult","3R6E","A","zYDmpkV8",12,"klidam","muy","ka","muy","ka",0
"95","2afc","adult","3R6E","A","zYDmpkV8",13,"daygin","po","bae","bae","bae",1
"96","2afc","adult","3R6E","A","zYDmpkV8",14,"lepal","woo","tay","woo","tay",0
"97","2afc","adult","3R6E","A","zYDmpkV8",15,"lepal","bae","woo","woo","woo",1
"98","2afc","adult","3R6E","A","zYDmpkV8",16,"mawg","ka","po","ka","ka",1
"99","2afc","adult","3R6E","A","zYDmpkV8",17,"daygin","woo","bae","bae","bae",1
"100","2afc","adult","3R6E","A","zYDmpkV8",18,"tomber","tay","po","po","tay",0
"101","2afc","adult","3R6E","A","zYDmpkV8",19,"mawg","ka","woo","ka","ka",1
"102","2afc","adult","3R6E","A","zYDmpkV8",20,"glim","ka","po","ka","ka",1
"103","2afc","adult","3R6E","A","zYDmpkV8",21,"flairb","tay","lee","tay","tay",1
"104","2afc","adult","3R6E","A","zYDmpkV8",22,"flairb","po","tay","tay","tay",1
"105","2afc","adult","3R6E","A","zYDmpkV8",23,"spad","ka","tay","ka","ka",1
"106","2afc","adult","3R6E","A","zYDmpkV8",24,"zup","lee","ka","lee","lee",1
"107","2afc","adult","3R6E","A","zYDmpkV8",25,"klidam","woo","muy","muy","woo",0
"108","2afc","adult","3R6E","A","zYDmpkV8",26,"spad","lee","ka","ka","lee",0
"109","2afc","adult","3R6E","B","hFJ6mUoH",0,"glim","lee","ka","lee","lee",1
"110","2afc","adult","3R6E","B","hFJ6mUoH",1,"spad","bae","tay","bae","bae",1
"111","2afc","adult","3R6E","B","hFJ6mUoH",2,"lepal","woo","tay","woo","woo",1
"112","2afc","adult","3R6E","B","hFJ6mUoH",3,"flairb","tay","lee","tay","tay",1
"113","2afc","adult","3R6E","B","hFJ6mUoH",4,"klidam","woo","muy","muy","muy",1
"114","2afc","adult","3R6E","B","hFJ6mUoH",5,"daygin","ka","bae","ka","bae",0
"115","2afc","adult","3R6E","B","hFJ6mUoH",6,"mawg","woo","po","po","po",1
"116","2afc","adult","3R6E","B","hFJ6mUoH",7,"tomber","ka","lee","ka","ka",1
"117","2afc","adult","3R6E","B","hFJ6mUoH",8,"daygin","po","ka","ka","po",0
"118","2afc","adult","3R6E","B","hFJ6mUoH",9,"mawg","po","ka","po","po",1
"119","2afc","adult","3R6E","B","hFJ6mUoH",10,"lepal","woo","bae","woo","woo",1
"120","2afc","adult","3R6E","B","hFJ6mUoH",11,"flairb","po","tay","tay","tay",1
"121","2afc","adult","3R6E","B","hFJ6mUoH",12,"lepal","muy","woo","woo","woo",1
"122","2afc","adult","3R6E","B","hFJ6mUoH",13,"spad","ka","bae","bae","bae",1
"123","2afc","adult","3R6E","B","hFJ6mUoH",14,"tomber","tay","ka","ka","ka",1
"124","2afc","adult","3R6E","B","hFJ6mUoH",15,"zup","ka","po","ka","po",0
"125","2afc","adult","3R6E","B","hFJ6mUoH",16,"klidam","muy","lee","muy","muy",1
"126","2afc","adult","3R6E","B","hFJ6mUoH",17,"zup","ka","muy","ka","muy",0
"127","2afc","adult","3R6E","B","hFJ6mUoH",18,"flairb","tay","ka","tay","tay",1
"128","2afc","adult","3R6E","B","hFJ6mUoH",19,"daygin","ka","woo","ka","ka",1
"129","2afc","adult","3R6E","B","hFJ6mUoH",20,"mawg","muy","po","po","po",1
"130","2afc","adult","3R6E","B","hFJ6mUoH",21,"glim","bae","lee","lee","lee",1
"131","2afc","adult","3R6E","B","hFJ6mUoH",22,"tomber","ka","po","ka","ka",1
"132","2afc","adult","3R6E","B","hFJ6mUoH",23,"klidam","bae","muy","muy","muy",1
"133","2afc","adult","3R6E","B","hFJ6mUoH",24,"zup","tay","ka","ka","tay",0
"134","2afc","adult","3R6E","B","hFJ6mUoH",25,"glim","lee","woo","lee","lee",1
"135","2afc","adult","3R6E","B","hFJ6mUoH",26,"spad","lee","bae","bae","bae",1
"136","2afc","adult","3R6E","B","scJ3pxwc",0,"mawg","po","ka","po","po",1
"137","2afc","adult","3R6E","B","scJ3pxwc",1,"flairb","po","tay","tay","tay",1
"138","2afc","adult","3R6E","B","scJ3pxwc",2,"tomber","tay","ka","ka","ka",1
"139","2afc","adult","3R6E","B","scJ3pxwc",3,"flairb","tay","lee","tay","tay",1
"140","2afc","adult","3R6E","B","scJ3pxwc",4,"klidam","muy","lee","muy","lee",0
"141","2afc","adult","3R6E","B","scJ3pxwc",5,"mawg","woo","po","po","po",1
"142","2afc","adult","3R6E","B","scJ3pxwc",6,"zup","ka","muy","ka","ka",1
"143","2afc","adult","3R6E","B","scJ3pxwc",7,"spad","lee","bae","bae","bae",1
"144","2afc","adult","3R6E","B","scJ3pxwc",8,"tomber","ka","lee","ka","ka",1
"145","2afc","adult","3R6E","B","scJ3pxwc",9,"lepal","woo","tay","woo","woo",1
"146","2afc","adult","3R6E","B","scJ3pxwc",10,"glim","lee","ka","lee","lee",1
"147","2afc","adult","3R6E","B","scJ3pxwc",11,"lepal","woo","bae","woo","woo",1
"148","2afc","adult","3R6E","B","scJ3pxwc",12,"tomber","ka","po","ka","ka",1
"149","2afc","adult","3R6E","B","scJ3pxwc",13,"zup","ka","po","ka","ka",1
"150","2afc","adult","3R6E","B","scJ3pxwc",14,"zup","tay","ka","ka","ka",1
"151","2afc","adult","3R6E","B","scJ3pxwc",15,"spad","bae","tay","bae","bae",1
"152","2afc","adult","3R6E","B","scJ3pxwc",16,"spad","ka","bae","bae","bae",1
"153","2afc","adult","3R6E","B","scJ3pxwc",17,"mawg","muy","po","po","po",1
"154","2afc","adult","3R6E","B","scJ3pxwc",18,"daygin","po","ka","ka","ka",1
"155","2afc","adult","3R6E","B","scJ3pxwc",19,"klidam","woo","muy","muy","muy",1
"156","2afc","adult","3R6E","B","scJ3pxwc",20,"glim","lee","woo","lee","lee",1
"157","2afc","adult","3R6E","B","scJ3pxwc",21,"flairb","tay","ka","tay","tay",1
"158","2afc","adult","3R6E","B","scJ3pxwc",22,"daygin","ka","woo","ka","woo",0
"159","2afc","adult","3R6E","B","scJ3pxwc",23,"glim","bae","lee","lee","lee",1
"160","2afc","adult","3R6E","B","scJ3pxwc",24,"lepal","muy","woo","woo","woo",1
"161","2afc","adult","3R6E","B","scJ3pxwc",25,"klidam","bae","muy","muy","muy",1
"162","2afc","adult","3R6E","B","scJ3pxwc",26,"daygin","ka","bae","ka","ka",1
"163","2afc","adult","3R6E","B","yl9UQqZj",0,"tomber","ka","lee","ka","ka",1
"164","2afc","adult","3R6E","B","yl9UQqZj",1,"mawg","woo","po","po","po",1
"165","2afc","adult","3R6E","B","yl9UQqZj",2,"tomber","ka","po","ka","po",0
"166","2afc","adult","3R6E","B","yl9UQqZj",3,"zup","ka","muy","ka","muy",0
"167","2afc","adult","3R6E","B","yl9UQqZj",4,"glim","bae","lee","lee","lee",1
"168","2afc","adult","3R6E","B","yl9UQqZj",5,"flairb","po","tay","tay","po",0
"169","2afc","adult","3R6E","B","yl9UQqZj",6,"klidam","muy","lee","muy","muy",1
"170","2afc","adult","3R6E","B","yl9UQqZj",7,"glim","lee","ka","lee","ka",0
"171","2afc","adult","3R6E","B","yl9UQqZj",8,"flairb","tay","ka","tay","ka",0
"172","2afc","adult","3R6E","B","yl9UQqZj",9,"lepal","woo","tay","woo","woo",1
"173","2afc","adult","3R6E","B","yl9UQqZj",10,"zup","tay","ka","ka","ka",1
"174","2afc","adult","3R6E","B","yl9UQqZj",11,"glim","lee","woo","lee","lee",1
"175","2afc","adult","3R6E","B","yl9UQqZj",12,"flairb","tay","lee","tay","tay",1
"176","2afc","adult","3R6E","B","yl9UQqZj",13,"lepal","muy","woo","woo","woo",1
"177","2afc","adult","3R6E","B","yl9UQqZj",14,"daygin","ka","bae","ka","ka",1
"178","2afc","adult","3R6E","B","yl9UQqZj",15,"klidam","woo","muy","muy","muy",1
"179","2afc","adult","3R6E","B","yl9UQqZj",16,"spad","lee","bae","bae","bae",1
"180","2afc","adult","3R6E","B","yl9UQqZj",17,"spad","bae","tay","bae","bae",1
"181","2afc","adult","3R6E","B","yl9UQqZj",18,"daygin","po","ka","ka","ka",1
"182","2afc","adult","3R6E","B","yl9UQqZj",19,"klidam","bae","muy","muy","muy",1
"183","2afc","adult","3R6E","B","yl9UQqZj",20,"lepal","woo","bae","woo","woo",1
"184","2afc","adult","3R6E","B","yl9UQqZj",21,"spad","ka","bae","bae","bae",1
"185","2afc","adult","3R6E","B","yl9UQqZj",22,"mawg","muy","po","po","po",1
"186","2afc","adult","3R6E","B","yl9UQqZj",23,"tomber","tay","ka","ka","ka",1
"187","2afc","adult","3R6E","B","yl9UQqZj",24,"daygin","ka","woo","ka","ka",1
"188","2afc","adult","3R6E","B","yl9UQqZj",25,"mawg","po","ka","po","po",1
"189","2afc","adult","3R6E","B","yl9UQqZj",26,"zup","ka","po","ka","po",0
"190","2afc","adult","5R4E","A","8WWGqfCC",0,"glim","ka","po","ka","ka",1
"191","2afc","adult","5R4E","A","8WWGqfCC",1,"tomber","po","ka","po","po",1
"192","2afc","adult","5R4E","A","8WWGqfCC",2,"zup","lee","tay","lee","lee",1
"193","2afc","adult","5R4E","A","8WWGqfCC",3,"mawg","lee","ka","ka","ka",1
"194","2afc","adult","5R4E","A","8WWGqfCC",4,"spad","lee","ka","ka","ka",1
"195","2afc","adult","5R4E","A","8WWGqfCC",5,"glim","ka","bae","ka","ka",1
"196","2afc","adult","5R4E","A","8WWGqfCC",6,"lepal","bae","ka","ka","bae",0
"197","2afc","adult","5R4E","A","8WWGqfCC",7,"tomber","tay","po","po","po",1
"198","2afc","adult","5R4E","A","8WWGqfCC",8,"glim","tay","ka","ka","ka",1
"199","2afc","adult","5R4E","A","8WWGqfCC",9,"flairb","ka","lee","ka","ka",1
"200","2afc","adult","5R4E","A","8WWGqfCC",10,"zup","ka","lee","lee","lee",1
"201","2afc","adult","5R4E","A","8WWGqfCC",11,"klidam","ka","tay","tay","tay",1
"202","2afc","adult","5R4E","A","8WWGqfCC",12,"daygin","bae","po","bae","bae",1
"203","2afc","adult","5R4E","A","8WWGqfCC",13,"spad","tay","ka","ka","tay",0
"204","2afc","adult","5R4E","A","8WWGqfCC",14,"mawg","ka","bae","ka","ka",1
"205","2afc","adult","5R4E","A","8WWGqfCC",15,"zup","lee","bae","lee","lee",1
"206","2afc","adult","5R4E","A","8WWGqfCC",16,"klidam","tay","lee","tay","tay",1
"207","2afc","adult","5R4E","A","8WWGqfCC",17,"klidam","po","tay","tay","tay",1
"208","2afc","adult","5R4E","A","8WWGqfCC",18,"tomber","po","lee","po","po",1
"209","2afc","adult","5R4E","A","8WWGqfCC",19,"daygin","bae","ka","bae","bae",1
"210","2afc","adult","5R4E","A","8WWGqfCC",20,"mawg","ka","po","ka","ka",1
"211","2afc","adult","5R4E","A","8WWGqfCC",21,"flairb","bae","ka","ka","ka",1
"212","2afc","adult","5R4E","A","8WWGqfCC",22,"daygin","lee","bae","bae","bae",1
"213","2afc","adult","5R4E","A","8WWGqfCC",23,"spad","ka","bae","ka","ka",1
"214","2afc","adult","5R4E","A","8WWGqfCC",24,"lepal","ka","tay","ka","ka",1
"215","2afc","adult","5R4E","A","8WWGqfCC",25,"lepal","po","ka","ka","ka",1
"216","2afc","adult","5R4E","A","8WWGqfCC",26,"flairb","po","ka","ka","ka",1
"217","2afc","adult","5R4E","A","gBifeqi5",0,"spad","lee","ka","ka","ka",1
"218","2afc","adult","5R4E","A","gBifeqi5",1,"daygin","bae","po","bae","bae",1
"219","2afc","adult","5R4E","A","gBifeqi5",2,"zup","lee","tay","lee","lee",1
"220","2afc","adult","5R4E","A","gBifeqi5",3,"klidam","po","tay","tay","tay",1
"221","2afc","adult","5R4E","A","gBifeqi5",4,"klidam","ka","tay","tay","tay",1
"222","2afc","adult","5R4E","A","gBifeqi5",5,"glim","ka","bae","ka","ka",1
"223","2afc","adult","5R4E","A","gBifeqi5",6,"tomber","po","lee","po","po",1
"224","2afc","adult","5R4E","A","gBifeqi5",7,"spad","tay","ka","ka","ka",1
"225","2afc","adult","5R4E","A","gBifeqi5",8,"glim","tay","ka","ka","ka",1
"226","2afc","adult","5R4E","A","gBifeqi5",9,"klidam","tay","lee","tay","tay",1
"227","2afc","adult","5R4E","A","gBifeqi5",10,"zup","lee","bae","lee","lee",1
"228","2afc","adult","5R4E","A","gBifeqi5",11,"lepal","po","ka","ka","ka",1
"229","2afc","adult","5R4E","A","gBifeqi5",12,"flairb","bae","ka","ka","ka",1
"230","2afc","adult","5R4E","A","gBifeqi5",13,"daygin","lee","bae","bae","bae",1
"231","2afc","adult","5R4E","A","gBifeqi5",14,"tomber","po","ka","po","po",1
"232","2afc","adult","5R4E","A","gBifeqi5",15,"lepal","bae","ka","ka","ka",1
"233","2afc","adult","5R4E","A","gBifeqi5",16,"spad","ka","bae","ka","ka",1
"234","2afc","adult","5R4E","A","gBifeqi5",17,"zup","ka","lee","lee","ka",0
"235","2afc","adult","5R4E","A","gBifeqi5",18,"daygin","bae","ka","bae","bae",1
"236","2afc","adult","5R4E","A","gBifeqi5",19,"mawg","lee","ka","ka","ka",1
"237","2afc","adult","5R4E","A","gBifeqi5",20,"tomber","tay","po","po","po",1
"238","2afc","adult","5R4E","A","gBifeqi5",21,"lepal","ka","tay","ka","ka",1
"239","2afc","adult","5R4E","A","gBifeqi5",22,"glim","ka","po","ka","ka",1
"240","2afc","adult","5R4E","A","gBifeqi5",23,"mawg","ka","po","ka","ka",1
"241","2afc","adult","5R4E","A","gBifeqi5",24,"flairb","po","ka","ka","ka",1
"242","2afc","adult","5R4E","A","gBifeqi5",25,"mawg","ka","bae","ka","ka",1
"243","2afc","adult","5R4E","A","gBifeqi5",26,"flairb","ka","lee","ka","ka",1
"244","2afc","adult","5R4E","A","qa2ASuyj",0,"tomber","po","lee","po","po",1
"245","2afc","adult","5R4E","A","qa2ASuyj",1,"glim","tay","ka","ka","ka",1
"246","2afc","adult","5R4E","A","qa2ASuyj",2,"zup","lee","tay","lee","lee",1
"247","2afc","adult","5R4E","A","qa2ASuyj",3,"mawg","ka","bae","ka","ka",1
"248","2afc","adult","5R4E","A","qa2ASuyj",4,"mawg","lee","ka","ka","ka",1
"249","2afc","adult","5R4E","A","qa2ASuyj",5,"tomber","tay","po","po","po",1
"250","2afc","adult","5R4E","A","qa2ASuyj",6,"flairb","bae","ka","ka","ka",1
"251","2afc","adult","5R4E","A","qa2ASuyj",7,"daygin","bae","po","bae","bae",1
"252","2afc","adult","5R4E","A","qa2ASuyj",8,"spad","tay","ka","ka","ka",1
"253","2afc","adult","5R4E","A","qa2ASuyj",9,"lepal","bae","ka","ka","ka",1
"254","2afc","adult","5R4E","A","qa2ASuyj",10,"mawg","ka","po","ka","ka",1
"255","2afc","adult","5R4E","A","qa2ASuyj",11,"tomber","po","ka","po","po",1
"256","2afc","adult","5R4E","A","qa2ASuyj",12,"flairb","ka","lee","ka","ka",1
"257","2afc","adult","5R4E","A","qa2ASuyj",13,"lepal","ka","tay","ka","ka",1
"258","2afc","adult","5R4E","A","qa2ASuyj",14,"spad","ka","bae","ka","bae",0
"259","2afc","adult","5R4E","A","qa2ASuyj",15,"daygin","bae","ka","bae","bae",1
"260","2afc","adult","5R4E","A","qa2ASuyj",16,"glim","ka","bae","ka","ka",1
"261","2afc","adult","5R4E","A","qa2ASuyj",17,"glim","ka","po","ka","ka",1
"262","2afc","adult","5R4E","A","qa2ASuyj",18,"klidam","ka","tay","tay","tay",1
"263","2afc","adult","5R4E","A","qa2ASuyj",19,"zup","ka","lee","lee","ka",0
"264","2afc","adult","5R4E","A","qa2ASuyj",20,"flairb","po","ka","ka","ka",1
"265","2afc","adult","5R4E","A","qa2ASuyj",21,"klidam","po","tay","tay","tay",1
"266","2afc","adult","5R4E","A","qa2ASuyj",22,"zup","lee","bae","lee","lee",1
"267","2afc","adult","5R4E","A","qa2ASuyj",23,"lepal","po","ka","ka","ka",1
"268","2afc","adult","5R4E","A","qa2ASuyj",24,"daygin","lee","bae","bae","lee",0
"269","2afc","adult","5R4E","A","qa2ASuyj",25,"klidam","tay","lee","tay","lee",0
"270","2afc","adult","5R4E","A","qa2ASuyj",26,"spad","lee","ka","ka","ka",1
"271","2afc","adult","5R4E","A","TOZaRd9l",0,"mawg","lee","ka","ka","ka",1
"272","2afc","adult","5R4E","A","TOZaRd9l",1,"glim","ka","po","ka","ka",1
"273","2afc","adult","5R4E","A","TOZaRd9l",2,"spad","ka","bae","ka","ka",1
"274","2afc","adult","5R4E","A","TOZaRd9l",3,"zup","lee","bae","lee","lee",1
"275","2afc","adult","5R4E","A","TOZaRd9l",4,"klidam","ka","tay","tay","ka",0
"276","2afc","adult","5R4E","A","TOZaRd9l",5,"zup","ka","lee","lee","lee",1
"277","2afc","adult","5R4E","A","TOZaRd9l",6,"mawg","ka","bae","ka","ka",1
"278","2afc","adult","5R4E","A","TOZaRd9l",7,"flairb","bae","ka","ka","ka",1
"279","2afc","adult","5R4E","A","TOZaRd9l",8,"daygin","lee","bae","bae","bae",1
"280","2afc","adult","5R4E","A","TOZaRd9l",9,"klidam","po","tay","tay","tay",1
"281","2afc","adult","5R4E","A","TOZaRd9l",10,"lepal","bae","ka","ka","ka",1
"282","2afc","adult","5R4E","A","TOZaRd9l",11,"tomber","po","lee","po","po",1
"283","2afc","adult","5R4E","A","TOZaRd9l",12,"flairb","ka","lee","ka","ka",1
"284","2afc","adult","5R4E","A","TOZaRd9l",13,"glim","ka","bae","ka","bae",0
"285","2afc","adult","5R4E","A","TOZaRd9l",14,"mawg","ka","po","ka","ka",1
"286","2afc","adult","5R4E","A","TOZaRd9l",15,"tomber","po","ka","po","po",1
"287","2afc","adult","5R4E","A","TOZaRd9l",16,"daygin","bae","po","bae","bae",1
"288","2afc","adult","5R4E","A","TOZaRd9l",17,"lepal","po","ka","ka","po",0
"289","2afc","adult","5R4E","A","TOZaRd9l",18,"spad","tay","ka","ka","ka",1
"290","2afc","adult","5R4E","A","TOZaRd9l",19,"glim","tay","ka","ka","ka",1
"291","2afc","adult","5R4E","A","TOZaRd9l",20,"daygin","bae","ka","bae","bae",1
"292","2afc","adult","5R4E","A","TOZaRd9l",21,"zup","lee","tay","lee","lee",1
"293","2afc","adult","5R4E","A","TOZaRd9l",22,"flairb","po","ka","ka","ka",1
"294","2afc","adult","5R4E","A","TOZaRd9l",23,"tomber","tay","po","po","po",1
"295","2afc","adult","5R4E","A","TOZaRd9l",24,"klidam","tay","lee","tay","tay",1
"296","2afc","adult","5R4E","A","TOZaRd9l",25,"lepal","ka","tay","ka","ka",1
"297","2afc","adult","5R4E","A","TOZaRd9l",26,"spad","lee","ka","ka","lee",0
"298","2afc","adult","5R4E","B","LeGu73uC",0,"daygin","ka","bae","ka","ka",1
"299","2afc","adult","5R4E","B","LeGu73uC",1,"klidam","po","ka","ka","po",0
"300","2afc","adult","5R4E","B","LeGu73uC",2,"spad","bae","lee","bae","bae",1
"301","2afc","adult","5R4E","B","LeGu73uC",3,"daygin","lee","ka","ka","ka",1
"302","2afc","adult","5R4E","B","LeGu73uC",4,"mawg","tay","po","po","po",1
